draw_type,draw_date,draw_number,digits,source,number
evening,2025-05-12,2084.0,"(8, 2, 7)",1 year of data 2025 - 2026.xlsx,8-2-7
evening,2025-05-11,2082.0,"(2, 9, 1)",1 year of data 2025 - 2026.xlsx,2-9-1
evening,2025-05-10,2080.0,"(4, 1, 6)",1 year of data 2025 - 2026.xlsx,4-1-6
evening,2025-05-09,2078.0,"(9, 6, 1)",1 year of data 2025 - 2026.xlsx,9-6-1
evening,2025-05-08,2076.0,"(6, 1, 9)",1 year of data 2025 - 2026.xlsx,6-1-9
evening,2025-05-07,2074.0,"(3, 6, 6)",1 year of data 2025 - 2026.xlsx,3-6-6
evening,2025-05-06,2072.0,"(0, 2, 4)",1 year of data 2025 - 2026.xlsx,0-2-4
evening,2025-05-05,2070.0,"(6, 7, 9)",1 year of data 2025 - 2026.xlsx,6-7-9
evening,2025-05-04,2068.0,"(4, 7, 6)",1 year of data 2025 - 2026.xlsx,4-7-6
evening,2025-05-03,2066.0,"(8, 7, 0)",1 year of data 2025 - 2026.xlsx,8-7-0
evening,2025-05-02,2064.0,"(8, 2, 6)",1 year of data 2025 - 2026.xlsx,8-2-6
evening,2025-05-01,2062.0,"(3, 5, 9)",1 year of data 2025 - 2026.xlsx,3-5-9
evening,2025-04-30,2060.0,"(7, 8, 3)",1 year of data 2025 - 2026.xlsx,7-8-3
evening,2025-04-29,2058.0,"(6, 0, 6)",1 year of data 2025 - 2026.xlsx,6-0-6
evening,2025-04-28,2056.0,"(9, 8, 4)",1 year of data 2025 - 2026.xlsx,9-8-4
evening,2025-04-27,2054.0,"(9, 3, 1)",1 year of data 2025 - 2026.xlsx,9-3-1
evening,2025-04-26,2052.0,"(1, 2, 7)",1 year of data 2025 - 2026.xlsx,1-2-7
evening,2025-04-25,2050.0,"(2, 3, 4)",1 year of data 2025 - 2026.xlsx,2-3-4
evening,2025-04-24,2048.0,"(7, 9, 4)",1 year of data 2025 - 2026.xlsx,7-9-4
evening,2025-04-23,2046.0,"(6, 0, 9)",1 year of data 2025 - 2026.xlsx,6-0-9
evening,2025-04-22,2044.0,"(2, 2, 0)",1 year of data 2025 - 2026.xlsx,2-2-0
evening,2025-04-21,2042.0,"(3, 1, 1)",1 year of data 2025 - 2026.xlsx,3-1-1
evening,2025-04-20,2040.0,"(4, 0, 2)",1 year of data 2025 - 2026.xlsx,4-0-2
evening,2025-04-19,2038.0,"(1, 7, 8)",1 year of data 2025 - 2026.xlsx,1-7-8
evening,2025-04-18,2036.0,"(2, 7, 6)",1 year of data 2025 - 2026.xlsx,2-7-6
evening,2025-04-17,2034.0,"(7, 2, 9)",1 year of data 2025 - 2026.xlsx,7-2-9
evening,2025-04-16,2032.0,"(5, 1, 7)",1 year of data 2025 - 2026.xlsx,5-1-7
evening,2025-04-15,2030.0,"(1, 7, 7)",1 year of data 2025 - 2026.xlsx,1-7-7
evening,2025-04-14,2028.0,"(6, 4, 9)",1 year of data 2025 - 2026.xlsx,6-4-9
evening,2025-04-13,2026.0,"(5, 5, 1)",1 year of data 2025 - 2026.xlsx,5-5-1
evening,2025-04-12,2024.0,"(3, 8, 8)",1 year of data 2025 - 2026.xlsx,3-8-8
evening,2025-04-11,2022.0,"(8, 0, 9)",1 year of data 2025 - 2026.xlsx,8-0-9
evening,2025-04-10,2020.0,"(4, 6, 6)",1 year of data 2025 - 2026.xlsx,4-6-6
evening,2025-04-09,2018.0,"(4, 2, 3)",1 year of data 2025 - 2026.xlsx,4-2-3
evening,2025-04-08,2016.0,"(6, 6, 8)",1 year of data 2025 - 2026.xlsx,6-6-8
evening,2025-04-07,2014.0,"(6, 7, 1)",1 year of data 2025 - 2026.xlsx,6-7-1
evening,2025-04-06,2012.0,"(5, 2, 6)",1 year of data 2025 - 2026.xlsx,5-2-6
evening,2025-04-05,2010.0,"(4, 4, 2)",1 year of data 2025 - 2026.xlsx,4-4-2
evening,2025-04-04,2008.0,"(8, 9, 8)",1 year of data 2025 - 2026.xlsx,8-9-8
evening,2025-04-03,2006.0,"(0, 9, 7)",1 year of data 2025 - 2026.xlsx,0-9-7
evening,2025-04-02,2004.0,"(1, 9, 3)",1 year of data 2025 - 2026.xlsx,1-9-3
evening,2025-04-01,2002.0,"(9, 7, 4)",1 year of data 2025 - 2026.xlsx,9-7-4
evening,2025-03-31,2000.0,"(4, 0, 6)",1 year of data 2025 - 2026.xlsx,4-0-6
evening,2025-03-30,1998.0,"(8, 8, 9)",1 year of data 2025 - 2026.xlsx,8-8-9
evening,2025-03-29,1996.0,"(3, 9, 5)",1 year of data 2025 - 2026.xlsx,3-9-5
evening,2025-03-28,1994.0,"(4, 4, 1)",1 year of data 2025 - 2026.xlsx,4-4-1
evening,2025-03-27,1992.0,"(4, 7, 5)",1 year of data 2025 - 2026.xlsx,4-7-5
evening,2025-03-26,1990.0,"(8, 5, 0)",1 year of data 2025 - 2026.xlsx,8-5-0
evening,2025-03-25,1988.0,"(1, 7, 2)",1 year of data 2025 - 2026.xlsx,1-7-2
evening,2025-03-24,1986.0,"(3, 6, 4)",1 year of data 2025 - 2026.xlsx,3-6-4
evening,2025-03-23,1984.0,"(3, 3, 9)",1 year of data 2025 - 2026.xlsx,3-3-9
evening,2025-03-22,1982.0,"(0, 1, 2)",1 year of data 2025 - 2026.xlsx,0-1-2
evening,2025-03-21,1980.0,"(4, 3, 2)",1 year of data 2025 - 2026.xlsx,4-3-2
evening,2025-03-20,1978.0,"(7, 6, 5)",1 year of data 2025 - 2026.xlsx,7-6-5
evening,2025-03-19,1976.0,"(1, 4, 7)",1 year of data 2025 - 2026.xlsx,1-4-7
evening,2025-03-18,1974.0,"(5, 7, 3)",1 year of data 2025 - 2026.xlsx,5-7-3
evening,2025-03-17,1972.0,"(5, 4, 2)",1 year of data 2025 - 2026.xlsx,5-4-2
evening,2025-03-16,1970.0,"(8, 1, 2)",1 year of data 2025 - 2026.xlsx,8-1-2
evening,2025-03-15,1968.0,"(8, 9, 7)",1 year of data 2025 - 2026.xlsx,8-9-7
evening,2025-03-14,1966.0,"(2, 5, 3)",1 year of data 2025 - 2026.xlsx,2-5-3
evening,2025-03-13,1964.0,"(7, 1, 2)",1 year of data 2025 - 2026.xlsx,7-1-2
evening,2025-03-12,1962.0,"(4, 4, 5)",1 year of data 2025 - 2026.xlsx,4-4-5
evening,2025-03-11,1960.0,"(5, 2, 0)",1 year of data 2025 - 2026.xlsx,5-2-0
evening,2025-03-10,1958.0,"(9, 5, 6)",1 year of data 2025 - 2026.xlsx,9-5-6
evening,2025-03-09,1956.0,"(7, 8, 4)",1 year of data 2025 - 2026.xlsx,7-8-4
evening,2025-03-08,1954.0,"(7, 5, 7)",1 year of data 2025 - 2026.xlsx,7-5-7
evening,2025-03-07,1952.0,"(4, 2, 8)",1 year of data 2025 - 2026.xlsx,4-2-8
evening,2025-03-06,1950.0,"(1, 9, 0)",1 year of data 2025 - 2026.xlsx,1-9-0
evening,2025-03-05,1948.0,"(3, 5, 8)",1 year of data 2025 - 2026.xlsx,3-5-8
evening,2025-03-04,1946.0,"(7, 6, 3)",1 year of data 2025 - 2026.xlsx,7-6-3
evening,2025-03-03,1944.0,"(5, 9, 7)",1 year of data 2025 - 2026.xlsx,5-9-7
evening,2025-03-02,1942.0,"(3, 4, 4)",1 year of data 2025 - 2026.xlsx,3-4-4
evening,2025-03-01,1940.0,"(9, 7, 4)",1 year of data 2025 - 2026.xlsx,9-7-4
evening,2025-02-28,1938.0,"(6, 0, 9)",1 year of data 2025 - 2026.xlsx,6-0-9
evening,2025-02-27,1936.0,"(0, 3, 1)",1 year of data 2025 - 2026.xlsx,0-3-1
evening,2025-02-26,1934.0,"(5, 4, 0)",1 year of data 2025 - 2026.xlsx,5-4-0
evening,2025-02-25,1932.0,"(3, 0, 0)",1 year of data 2025 - 2026.xlsx,3-0-0
evening,2025-02-24,1930.0,"(6, 3, 6)",1 year of data 2025 - 2026.xlsx,6-3-6
evening,2025-02-23,1928.0,"(7, 3, 2)",1 year of data 2025 - 2026.xlsx,7-3-2
evening,2025-02-22,1926.0,"(7, 0, 9)",1 year of data 2025 - 2026.xlsx,7-0-9
evening,2025-02-21,1924.0,"(6, 7, 6)",1 year of data 2025 - 2026.xlsx,6-7-6
evening,2025-02-20,1922.0,"(8, 4, 1)",1 year of data 2025 - 2026.xlsx,8-4-1
evening,2025-02-19,1920.0,"(9, 4, 5)",1 year of data 2025 - 2026.xlsx,9-4-5
evening,2025-02-18,1918.0,"(4, 6, 3)",1 year of data 2025 - 2026.xlsx,4-6-3
evening,2025-02-17,1916.0,"(4, 4, 9)",1 year of data 2025 - 2026.xlsx,4-4-9
evening,2025-02-16,1914.0,"(9, 4, 7)",1 year of data 2025 - 2026.xlsx,9-4-7
evening,2025-02-15,1912.0,"(5, 4, 6)",1 year of data 2025 - 2026.xlsx,5-4-6
evening,2025-02-14,1910.0,"(9, 5, 4)",1 year of data 2025 - 2026.xlsx,9-5-4
evening,2025-02-13,1908.0,"(2, 5, 0)",1 year of data 2025 - 2026.xlsx,2-5-0
evening,2025-02-12,1906.0,"(2, 0, 8)",1 year of data 2025 - 2026.xlsx,2-0-8
evening,2025-02-11,1904.0,"(4, 5, 6)",1 year of data 2025 - 2026.xlsx,4-5-6
evening,2025-02-10,1902.0,"(7, 4, 5)",1 year of data 2025 - 2026.xlsx,7-4-5
evening,2025-02-09,1900.0,"(1, 6, 2)",1 year of data 2025 - 2026.xlsx,1-6-2
evening,2025-02-08,1898.0,"(1, 5, 5)",1 year of data 2025 - 2026.xlsx,1-5-5
evening,2025-02-07,1896.0,"(3, 0, 6)",1 year of data 2025 - 2026.xlsx,3-0-6
evening,2025-02-06,1894.0,"(3, 0, 1)",1 year of data 2025 - 2026.xlsx,3-0-1
evening,2025-02-05,1892.0,"(3, 5, 1)",1 year of data 2025 - 2026.xlsx,3-5-1
evening,2025-02-04,1890.0,"(9, 4, 8)",1 year of data 2025 - 2026.xlsx,9-4-8
evening,2025-02-03,1888.0,"(2, 7, 6)",1 year of data 2025 - 2026.xlsx,2-7-6
evening,2025-02-02,1886.0,"(1, 6, 7)",1 year of data 2025 - 2026.xlsx,1-6-7
evening,2025-02-01,1884.0,"(1, 9, 7)",1 year of data 2025 - 2026.xlsx,1-9-7
evening,2025-01-31,1882.0,"(0, 8, 9)",1 year of data 2025 - 2026.xlsx,0-8-9
evening,2025-01-30,1880.0,"(0, 5, 5)",1 year of data 2025 - 2026.xlsx,0-5-5
evening,2025-01-29,1878.0,"(2, 9, 7)",1 year of data 2025 - 2026.xlsx,2-9-7
evening,2025-01-28,1876.0,"(8, 9, 4)",1 year of data 2025 - 2026.xlsx,8-9-4
evening,2025-01-27,1874.0,"(2, 4, 2)",1 year of data 2025 - 2026.xlsx,2-4-2
evening,2025-01-26,1872.0,"(4, 8, 0)",1 year of data 2025 - 2026.xlsx,4-8-0
evening,2025-01-25,1870.0,"(0, 7, 3)",1 year of data 2025 - 2026.xlsx,0-7-3
evening,2025-01-24,1868.0,"(0, 0, 4)",1 year of data 2025 - 2026.xlsx,0-0-4
evening,2025-01-23,1866.0,"(5, 9, 7)",1 year of data 2025 - 2026.xlsx,5-9-7
evening,2025-01-22,1864.0,"(3, 1, 6)",1 year of data 2025 - 2026.xlsx,3-1-6
evening,2025-01-21,1862.0,"(1, 8, 7)",1 year of data 2025 - 2026.xlsx,1-8-7
evening,2025-01-20,1860.0,"(9, 7, 1)",1 year of data 2025 - 2026.xlsx,9-7-1
midday,2026-02-11,,"(7, 6, 0)",manual,7-6-0
midday,2026-02-10,,"(9, 5, 0)",manual,9-5-0
midday,2026-02-09,,"(7, 5, 6)",manual,7-5-6
midday,2026-02-08,,"(3, 3, 3)",manual,3-3-3
midday,2026-02-07,,"(7, 4, 5)",manual,7-4-5
midday,2026-02-06,2623.0,"(7, 1, 2)",Jan 24 to Feb 06.xlsx,7-1-2
midday,2026-02-05,2621.0,"(6, 9, 9)",Jan 24 to Feb 06.xlsx,6-9-9
midday,2026-02-04,2619.0,"(1, 8, 4)",Jan 24 to Feb 06.xlsx,1-8-4
midday,2026-02-03,2617.0,"(1, 3, 4)",Jan 24 to Feb 06.xlsx,1-3-4
midday,2026-02-02,2615.0,"(0, 4, 5)",Jan 24 to Feb 06.xlsx,0-4-5
midday,2026-02-01,2613.0,"(9, 1, 1)",Jan 24 to Feb 06.xlsx,9-1-1
midday,2026-01-31,2611.0,"(2, 5, 0)",Jan 24 to Feb 06.xlsx,2-5-0
midday,2026-01-30,2609.0,"(4, 7, 4)",Jan 24 to Feb 06.xlsx,4-7-4
midday,2026-01-29,2607.0,"(0, 9, 8)",Jan 24 to Feb 06.xlsx,0-9-8
midday,2026-01-28,2605.0,"(2, 6, 6)",Jan 24 to Feb 06.xlsx,2-6-6
midday,2026-01-27,2603.0,"(7, 8, 7)",Jan 24 to Feb 06.xlsx,7-8-7
midday,2026-01-26,2601.0,"(8, 3, 1)",Jan 24 to Feb 06.xlsx,8-3-1
midday,2026-01-25,2599.0,"(6, 6, 7)",Jan 24 to Feb 06.xlsx,6-6-7
midday,2026-01-24,2597.0,"(6, 3, 0)",Jan 24 to Feb 06.xlsx,6-3-0
midday,2026-01-23,2595.0,"(5, 2, 6)",1 year of data 2025 - 2026.xlsx,5-2-6
midday,2026-01-22,2593.0,"(7, 5, 9)",1 year of data 2025 - 2026.xlsx,7-5-9
midday,2026-01-21,2591.0,"(0, 5, 1)",1 year of data 2025 - 2026.xlsx,0-5-1
midday,2026-01-20,2589.0,"(5, 9, 6)",1 year of data 2025 - 2026.xlsx,5-9-6
midday,2026-01-19,2587.0,"(5, 5, 8)",1 year of data 2025 - 2026.xlsx,5-5-8
midday,2026-01-18,2585.0,"(3, 0, 8)",1 year of data 2025 - 2026.xlsx,3-0-8
midday,2026-01-17,2583.0,"(9, 7, 0)",1 year of data 2025 - 2026.xlsx,9-7-0
midday,2026-01-16,2581.0,"(5, 6, 6)",1 year of data 2025 - 2026.xlsx,5-6-6
midday,2026-01-15,2579.0,"(8, 1, 5)",1 year of data 2025 - 2026.xlsx,8-1-5
midday,2026-01-14,2577.0,"(9, 0, 0)",1 year of data 2025 - 2026.xlsx,9-0-0
midday,2026-01-13,2575.0,"(7, 7, 6)",1 year of data 2025 - 2026.xlsx,7-7-6
midday,2026-01-12,2573.0,"(4, 0, 7)",1 year of data 2025 - 2026.xlsx,4-0-7
midday,2026-01-11,2571.0,"(1, 7, 0)",1 year of data 2025 - 2026.xlsx,1-7-0
midday,2026-01-10,2569.0,"(5, 4, 7)",1 year of data 2025 - 2026.xlsx,5-4-7
midday,2026-01-09,2567.0,"(8, 5, 8)",1 year of data 2025 - 2026.xlsx,8-5-8
midday,2026-01-08,2565.0,"(3, 9, 3)",1 year of data 2025 - 2026.xlsx,3-9-3
midday,2026-01-07,2563.0,"(1, 5, 1)",1 year of data 2025 - 2026.xlsx,1-5-1
midday,2026-01-06,2561.0,"(4, 5, 2)",1 year of data 2025 - 2026.xlsx,4-5-2
midday,2026-01-05,2559.0,"(5, 3, 3)",1 year of data 2025 - 2026.xlsx,5-3-3
midday,2026-01-04,2557.0,"(9, 6, 1)",1 year of data 2025 - 2026.xlsx,9-6-1
midday,2026-01-03,2555.0,"(4, 3, 1)",1 year of data 2025 - 2026.xlsx,4-3-1
midday,2026-01-02,2553.0,"(2, 0, 0)",1 year of data 2025 - 2026.xlsx,2-0-0
midday,2026-01-01,2551.0,"(9, 9, 7)",1 year of data 2025 - 2026.xlsx,9-9-7
midday,2025-12-31,2549.0,"(2, 4, 2)",1 year of data 2025 - 2026.xlsx,2-4-2
midday,2025-12-30,2547.0,"(6, 2, 6)",1 year of data 2025 - 2026.xlsx,6-2-6
midday,2025-12-29,2545.0,"(2, 5, 3)",1 year of data 2025 - 2026.xlsx,2-5-3
midday,2025-12-28,2543.0,"(3, 1, 5)",1 year of data 2025 - 2026.xlsx,3-1-5
midday,2025-12-27,2541.0,"(2, 1, 7)",1 year of data 2025 - 2026.xlsx,2-1-7
midday,2025-12-26,2539.0,"(8, 4, 6)",1 year of data 2025 - 2026.xlsx,8-4-6
midday,2025-12-25,2537.0,"(8, 4, 6)",1 year of data 2025 - 2026.xlsx,8-4-6
midday,2025-12-24,2535.0,"(6, 8, 2)",1 year of data 2025 - 2026.xlsx,6-8-2
midday,2025-12-23,2533.0,"(5, 7, 9)",1 year of data 2025 - 2026.xlsx,5-7-9
midday,2025-12-22,2531.0,"(4, 6, 5)",1 year of data 2025 - 2026.xlsx,4-6-5
midday,2025-12-21,2529.0,"(6, 5, 9)",1 year of data 2025 - 2026.xlsx,6-5-9
midday,2025-12-20,2527.0,"(3, 1, 2)",1 year of data 2025 - 2026.xlsx,3-1-2
midday,2025-12-19,2525.0,"(3, 0, 0)",1 year of data 2025 - 2026.xlsx,3-0-0
midday,2025-12-18,2523.0,"(5, 1, 6)",1 year of data 2025 - 2026.xlsx,5-1-6
midday,2025-12-17,2521.0,"(4, 6, 2)",1 year of data 2025 - 2026.xlsx,4-6-2
midday,2025-12-16,2519.0,"(9, 7, 3)",1 year of data 2025 - 2026.xlsx,9-7-3
midday,2025-12-15,2517.0,"(6, 9, 7)",1 year of data 2025 - 2026.xlsx,6-9-7
midday,2025-12-14,2515.0,"(7, 3, 4)",1 year of data 2025 - 2026.xlsx,7-3-4
midday,2025-12-13,2513.0,"(4, 3, 8)",1 year of data 2025 - 2026.xlsx,4-3-8
midday,2025-12-12,2511.0,"(2, 0, 4)",1 year of data 2025 - 2026.xlsx,2-0-4
midday,2025-12-11,2509.0,"(9, 0, 9)",1 year of data 2025 - 2026.xlsx,9-0-9
midday,2025-12-10,2507.0,"(9, 8, 2)",1 year of data 2025 - 2026.xlsx,9-8-2
midday,2025-12-09,2505.0,"(3, 5, 3)",1 year of data 2025 - 2026.xlsx,3-5-3
midday,2025-12-08,2503.0,"(6, 9, 2)",1 year of data 2025 - 2026.xlsx,6-9-2
midday,2025-12-07,2501.0,"(9, 2, 4)",1 year of data 2025 - 2026.xlsx,9-2-4
midday,2025-12-06,2499.0,"(2, 7, 0)",1 year of data 2025 - 2026.xlsx,2-7-0
midday,2025-12-05,2497.0,"(1, 1, 5)",1 year of data 2025 - 2026.xlsx,1-1-5
midday,2025-12-04,2495.0,"(3, 9, 2)",1 year of data 2025 - 2026.xlsx,3-9-2
midday,2025-12-03,2493.0,"(7, 4, 0)",1 year of data 2025 - 2026.xlsx,7-4-0
midday,2025-12-02,2491.0,"(4, 7, 1)",1 year of data 2025 - 2026.xlsx,4-7-1
midday,2025-12-01,2489.0,"(8, 7, 9)",1 year of data 2025 - 2026.xlsx,8-7-9
midday,2025-11-30,2487.0,"(1, 1, 7)",1 year of data 2025 - 2026.xlsx,1-1-7
midday,2025-11-29,2485.0,"(3, 7, 5)",1 year of data 2025 - 2026.xlsx,3-7-5
midday,2025-11-28,2483.0,"(4, 0, 9)",1 year of data 2025 - 2026.xlsx,4-0-9
midday,2025-11-27,2481.0,"(4, 4, 1)",1 year of data 2025 - 2026.xlsx,4-4-1
midday,2025-11-26,2479.0,"(4, 6, 3)",1 year of data 2025 - 2026.xlsx,4-6-3
midday,2025-11-25,2477.0,"(3, 1, 8)",1 year of data 2025 - 2026.xlsx,3-1-8
midday,2025-11-24,2475.0,"(5, 9, 6)",1 year of data 2025 - 2026.xlsx,5-9-6
midday,2025-11-23,2473.0,"(3, 2, 9)",1 year of data 2025 - 2026.xlsx,3-2-9
midday,2025-11-22,2471.0,"(1, 0, 0)",1 year of data 2025 - 2026.xlsx,1-0-0
midday,2025-11-21,2469.0,"(9, 6, 9)",1 year of data 2025 - 2026.xlsx,9-6-9
midday,2025-11-20,2467.0,"(0, 6, 1)",1 year of data 2025 - 2026.xlsx,0-6-1
midday,2025-11-19,2465.0,"(9, 4, 1)",1 year of data 2025 - 2026.xlsx,9-4-1
midday,2025-11-18,2463.0,"(7, 0, 8)",1 year of data 2025 - 2026.xlsx,7-0-8
midday,2025-11-17,2461.0,"(4, 8, 7)",1 year of data 2025 - 2026.xlsx,4-8-7
midday,2025-11-16,2459.0,"(7, 3, 8)",1 year of data 2025 - 2026.xlsx,7-3-8
midday,2025-11-15,2457.0,"(8, 9, 2)",1 year of data 2025 - 2026.xlsx,8-9-2
midday,2025-11-14,2455.0,"(9, 5, 5)",1 year of data 2025 - 2026.xlsx,9-5-5
midday,2025-11-13,2453.0,"(4, 5, 4)",1 year of data 2025 - 2026.xlsx,4-5-4
midday,2025-11-12,2451.0,"(6, 6, 5)",1 year of data 2025 - 2026.xlsx,6-6-5
midday,2025-11-11,2449.0,"(7, 0, 0)",1 year of data 2025 - 2026.xlsx,7-0-0
midday,2025-11-10,2447.0,"(0, 3, 3)",1 year of data 2025 - 2026.xlsx,0-3-3
midday,2025-11-09,2445.0,"(1, 7, 2)",1 year of data 2025 - 2026.xlsx,1-7-2
midday,2025-11-08,2443.0,"(7, 3, 8)",1 year of data 2025 - 2026.xlsx,7-3-8
midday,2025-11-07,2441.0,"(8, 7, 1)",1 year of data 2025 - 2026.xlsx,8-7-1
midday,2025-11-06,2439.0,"(2, 0, 5)",1 year of data 2025 - 2026.xlsx,2-0-5
midday,2025-11-05,2437.0,"(9, 6, 4)",1 year of data 2025 - 2026.xlsx,9-6-4
midday,2025-11-04,2435.0,"(5, 4, 8)",1 year of data 2025 - 2026.xlsx,5-4-8
midday,2025-11-03,2433.0,"(6, 0, 6)",1 year of data 2025 - 2026.xlsx,6-0-6
midday,2025-11-02,2431.0,"(7, 8, 1)",1 year of data 2025 - 2026.xlsx,7-8-1
midday,2025-11-01,2429.0,"(2, 9, 8)",1 year of data 2025 - 2026.xlsx,2-9-8
midday,2025-10-31,2427.0,"(4, 4, 4)",1 year of data 2025 - 2026.xlsx,4-4-4
midday,2025-10-30,2425.0,"(3, 5, 5)",1 year of data 2025 - 2026.xlsx,3-5-5
midday,2025-10-29,2423.0,"(9, 5, 5)",1 year of data 2025 - 2026.xlsx,9-5-5
midday,2025-10-28,2421.0,"(8, 9, 5)",1 year of data 2025 - 2026.xlsx,8-9-5
midday,2025-10-27,2419.0,"(9, 4, 0)",1 year of data 2025 - 2026.xlsx,9-4-0
midday,2025-10-26,2417.0,"(0, 2, 7)",1 year of data 2025 - 2026.xlsx,0-2-7
midday,2025-10-25,2415.0,"(3, 9, 0)",1 year of data 2025 - 2026.xlsx,3-9-0
midday,2025-10-24,2413.0,"(9, 0, 6)",1 year of data 2025 - 2026.xlsx,9-0-6
midday,2025-10-23,2411.0,"(4, 0, 5)",1 year of data 2025 - 2026.xlsx,4-0-5
midday,2025-10-22,2409.0,"(0, 4, 5)",1 year of data 2025 - 2026.xlsx,0-4-5
midday,2025-10-21,2407.0,"(3, 7, 9)",1 year of data 2025 - 2026.xlsx,3-7-9
midday,2025-10-20,2405.0,"(0, 5, 1)",1 year of data 2025 - 2026.xlsx,0-5-1
midday,2025-10-19,2403.0,"(3, 4, 5)",1 year of data 2025 - 2026.xlsx,3-4-5
midday,2025-10-18,2401.0,"(0, 4, 5)",1 year of data 2025 - 2026.xlsx,0-4-5
midday,2025-10-17,2399.0,"(3, 6, 3)",1 year of data 2025 - 2026.xlsx,3-6-3
midday,2025-10-16,2397.0,"(3, 4, 0)",1 year of data 2025 - 2026.xlsx,3-4-0
midday,2025-10-15,2395.0,"(6, 3, 6)",1 year of data 2025 - 2026.xlsx,6-3-6
midday,2025-10-14,2393.0,"(3, 5, 2)",1 year of data 2025 - 2026.xlsx,3-5-2
midday,2025-10-13,2391.0,"(3, 3, 5)",1 year of data 2025 - 2026.xlsx,3-3-5
midday,2025-10-12,2389.0,"(5, 8, 1)",1 year of data 2025 - 2026.xlsx,5-8-1
midday,2025-10-11,2387.0,"(4, 4, 4)",1 year of data 2025 - 2026.xlsx,4-4-4
midday,2025-10-10,2385.0,"(4, 0, 9)",1 year of data 2025 - 2026.xlsx,4-0-9
midday,2025-10-09,2383.0,"(3, 9, 3)",1 year of data 2025 - 2026.xlsx,3-9-3
midday,2025-10-08,2381.0,"(5, 9, 7)",1 year of data 2025 - 2026.xlsx,5-9-7
midday,2025-10-07,2379.0,"(0, 6, 0)",1 year of data 2025 - 2026.xlsx,0-6-0
midday,2025-10-06,2377.0,"(6, 6, 3)",1 year of data 2025 - 2026.xlsx,6-6-3
midday,2025-10-05,2375.0,"(2, 9, 4)",1 year of data 2025 - 2026.xlsx,2-9-4
midday,2025-10-04,2373.0,"(0, 5, 7)",1 year of data 2025 - 2026.xlsx,0-5-7
midday,2025-10-03,2371.0,"(1, 4, 3)",1 year of data 2025 - 2026.xlsx,1-4-3
midday,2025-10-02,2369.0,"(5, 6, 7)",1 year of data 2025 - 2026.xlsx,5-6-7
midday,2025-10-01,2367.0,"(4, 1, 8)",1 year of data 2025 - 2026.xlsx,4-1-8
midday,2025-09-30,2365.0,"(9, 5, 0)",1 year of data 2025 - 2026.xlsx,9-5-0
midday,2025-09-29,2363.0,"(2, 7, 3)",1 year of data 2025 - 2026.xlsx,2-7-3
midday,2025-09-28,2361.0,"(8, 2, 1)",1 year of data 2025 - 2026.xlsx,8-2-1
midday,2025-09-27,2359.0,"(6, 2, 7)",1 year of data 2025 - 2026.xlsx,6-2-7
midday,2025-09-26,2357.0,"(1, 8, 1)",1 year of data 2025 - 2026.xlsx,1-8-1
midday,2025-09-25,2355.0,"(1, 6, 5)",1 year of data 2025 - 2026.xlsx,1-6-5
midday,2025-09-24,2353.0,"(1, 8, 1)",1 year of data 2025 - 2026.xlsx,1-8-1
midday,2025-09-23,2351.0,"(3, 4, 0)",1 year of data 2025 - 2026.xlsx,3-4-0
midday,2025-09-22,2349.0,"(3, 4, 6)",1 year of data 2025 - 2026.xlsx,3-4-6
midday,2025-09-21,2347.0,"(9, 7, 2)",1 year of data 2025 - 2026.xlsx,9-7-2
midday,2025-09-20,2345.0,"(5, 7, 3)",1 year of data 2025 - 2026.xlsx,5-7-3
midday,2025-09-19,2343.0,"(1, 4, 4)",1 year of data 2025 - 2026.xlsx,1-4-4
midday,2025-09-18,2341.0,"(6, 2, 6)",1 year of data 2025 - 2026.xlsx,6-2-6
midday,2025-09-17,2339.0,"(0, 8, 0)",1 year of data 2025 - 2026.xlsx,0-8-0
midday,2025-09-16,2337.0,"(4, 3, 6)",1 year of data 2025 - 2026.xlsx,4-3-6
midday,2025-09-15,2335.0,"(7, 6, 8)",1 year of data 2025 - 2026.xlsx,7-6-8
midday,2025-09-14,2333.0,"(3, 7, 7)",1 year of data 2025 - 2026.xlsx,3-7-7
midday,2025-09-13,2331.0,"(0, 8, 7)",1 year of data 2025 - 2026.xlsx,0-8-7
midday,2025-09-12,2329.0,"(2, 8, 6)",1 year of data 2025 - 2026.xlsx,2-8-6
midday,2025-09-11,2327.0,"(5, 5, 7)",1 year of data 2025 - 2026.xlsx,5-5-7
midday,2025-09-10,2325.0,"(8, 6, 7)",1 year of data 2025 - 2026.xlsx,8-6-7
midday,2025-09-09,2323.0,"(2, 2, 6)",1 year of data 2025 - 2026.xlsx,2-2-6
midday,2025-09-08,2321.0,"(2, 8, 0)",1 year of data 2025 - 2026.xlsx,2-8-0
midday,2025-09-07,2319.0,"(8, 3, 0)",1 year of data 2025 - 2026.xlsx,8-3-0
midday,2025-09-06,2317.0,"(9, 2, 3)",1 year of data 2025 - 2026.xlsx,9-2-3
midday,2025-09-05,2315.0,"(7, 8, 5)",1 year of data 2025 - 2026.xlsx,7-8-5
midday,2025-09-04,2313.0,"(1, 0, 7)",1 year of data 2025 - 2026.xlsx,1-0-7
midday,2025-09-03,2311.0,"(9, 9, 8)",1 year of data 2025 - 2026.xlsx,9-9-8
midday,2025-09-02,2309.0,"(0, 8, 2)",1 year of data 2025 - 2026.xlsx,0-8-2
